customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
653,0,0,0,0,13,1,0,2,1,1,1,1,1,1,1,0,2,19.65,2089,0
5680,0,0,1,0,40,1,2,0,0,2,0,0,0,0,0,0,1,56.6,2014,0
5037,1,0,1,1,43,1,2,0,2,0,0,2,0,2,1,1,1,71.9,2756,0
1694,1,0,1,0,6,1,0,1,0,2,2,0,0,2,0,1,2,91.0,4439,1
2072,0,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,0,19.75,677,0
6805,0,0,1,1,72,1,2,1,2,2,2,0,2,2,2,0,1,109.7,6075,0
1453,1,0,1,1,59,1,0,2,1,1,1,1,1,1,2,0,1,19.3,358,0
1778,0,0,1,0,20,1,0,1,2,2,0,2,2,0,0,1,2,96.55,1501,0
6472,1,0,1,1,24,1,2,2,1,1,1,1,1,1,2,1,0,24.1,4821,0
4363,1,0,0,0,59,1,2,1,0,2,2,2,2,2,0,1,2,111.35,5217,0
5152,1,0,1,1,72,1,2,1,0,2,2,2,2,2,2,1,0,112.25,6037,0
2543,1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,20.75,1620,0
6550,0,0,1,0,27,1,0,1,2,0,0,2,2,2,1,1,1,101.9,2332,0
6021,0,0,0,0,14,1,0,1,0,2,0,2,0,0,0,1,1,80.05,217,0
2341,1,0,1,1,71,1,2,1,2,0,2,0,2,2,2,0,2,105.55,5729,0
4984,1,0,0,1,13,1,0,1,0,0,0,0,2,0,0,1,1,78.3,71,0
6450,1,0,0,0,44,1,0,1,0,0,0,0,0,0,0,0,1,68.85,2551,0
5445,0,0,0,0,33,1,0,1,0,2,0,2,0,0,1,1,0,79.95,2335,0
4492,1,0,1,1,72,0,1,0,2,2,2,2,0,2,2,1,1,55.45,3570,0
884,1,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,2,79.9,5973,1
5547,0,0,0,0,19,1,0,1,2,0,2,2,2,2,0,1,2,106.6,1535,1
929,1,0,1,0,64,1,0,1,0,2,2,2,2,2,1,1,1,102.45,5290,0
5556,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,46.0,6173,1
2937,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,25.25,2151,0
5084,1,0,0,1,61,1,0,2,1,1,1,1,1,1,2,0,3,19.75,236,0
3294,0,0,1,1,29,1,0,2,1,1,1,1,1,1,1,0,2,20.0,4492,0
1716,1,1,1,0,23,1,2,1,0,0,0,0,0,2,0,0,2,86.8,1579,0
479,0,0,1,0,57,0,1,0,2,2,2,0,2,2,0,1,0,58.75,2975,0
6530,1,0,1,1,72,0,1,0,2,2,2,2,0,0,2,0,1,45.25,2726,0
138,1,0,1,0,66,0,1,0,2,2,2,2,2,0,2,1,0,56.6,3249,0
1376,1,0,1,1,65,1,2,0,0,2,2,2,2,2,2,1,0,84.2,4449,0
4595,0,0,0,0,8,1,0,1,0,0,0,0,2,0,0,1,0,80.0,5062,0
6610,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,1,2,70.15,2328,1
3090,0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,0,0,24.75,1389,0
4575,1,0,1,1,1,1,0,2,1,1,1,1,1,1,1,1,2,20.2,1609,0
507,1,0,1,0,4,1,0,0,0,0,0,2,0,0,0,0,3,50.05,1325,1
4216,0,0,0,0,12,1,0,2,1,1,1,1,1,1,1,1,0,19.35,1806,0
4811,1,0,0,0,24,0,1,0,2,0,0,0,2,2,1,1,3,50.6,524,0
4486,0,0,1,1,31,1,0,0,2,0,2,2,2,2,1,1,3,81.15,2197,0
1520,0,0,1,0,1,1,0,0,0,0,0,0,2,0,0,0,3,55.2,4559,1
3368,1,0,0,0,30,1,2,1,0,0,0,2,0,2,0,1,1,89.9,2364,0
645,0,0,1,1,47,1,2,0,2,2,0,2,2,2,2,1,1,85.3,3494,0
1814,1,0,0,0,54,1,2,1,2,2,0,2,2,2,2,1,1,108.0,4755,0
2310,1,0,0,0,50,1,0,1,2,2,0,2,0,2,0,1,1,93.5,4014,0
6302,1,0,0,0,1,1,0,1,2,0,0,0,0,2,0,1,3,84.6,6174,1
5028,0,0,0,0,72,1,0,2,1,1,1,1,1,1,2,0,1,20.25,1015,0
1333,0,0,0,0,29,1,2,2,1,1,1,1,1,1,0,0,2,25.15,5528,0
861,1,0,0,0,2,1,2,0,0,2,0,0,0,0,0,1,3,54.4,268,1
423,0,0,0,0,10,0,1,0,0,0,0,2,0,0,2,1,3,29.6,2582,0
6966,1,0,1,0,18,1,2,1,0,0,0,0,0,0,0,1,2,73.15,560,0
54,0,1,0,0,11,1,0,1,0,2,0,0,2,2,0,1,2,95.0,230,1
6494,1,0,0,0,16,1,0,2,1,1,1,1,1,1,2,0,3,19.75,2455,0
5180,0,0,0,0,72,1,2,0,0,2,2,2,2,2,2,0,0,86.6,5127,0
4675,1,0,0,0,72,1,2,1,0,2,2,2,2,2,2,0,0,109.2,5945,0
5354,0,0,1,1,41,1,0,0,2,0,0,2,2,2,1,1,1,74.7,2770,0
6384,0,1,1,0,65,1,0,1,2,2,2,0,0,2,0,0,2,94.4,4998,0
3141,0,1,0,0,13,1,0,0,0,2,2,0,0,0,0,1,2,54.8,5673,0
129,1,1,0,0,4,1,0,1,2,0,0,0,0,0,0,0,2,75.35,2375,0
187,1,0,0,0,41,1,2,0,0,0,2,0,0,2,1,0,3,65.0,2186,0
7001,1,1,0,0,15,1,0,1,0,2,0,0,0,0,0,1,2,74.4,145,1
207,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,3,48.55,4050,1
655,1,0,0,0,42,1,2,1,2,2,2,0,0,2,1,1,2,99.0,3652,0
2848,0,0,1,0,51,1,0,1,2,2,2,0,2,0,1,1,2,93.5,3920,0
3223,0,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,2,70.4,863,1
6689,1,1,1,0,1,0,1,0,0,2,0,0,2,0,0,0,2,40.2,3413,1
2291,1,0,0,1,32,1,2,0,0,2,2,2,2,2,1,0,1,83.7,2279,0
2565,1,0,0,0,10,1,0,2,1,1,1,1,1,1,0,1,3,19.85,1528,0
2876,0,0,1,1,67,0,1,0,0,2,2,2,2,2,2,1,2,59.55,3493,0
4981,0,0,1,1,61,1,2,1,2,2,2,2,2,2,2,0,1,115.1,5523,0
4717,1,0,0,0,50,1,2,1,2,2,2,2,2,2,1,0,1,114.35,4774,0
3495,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,1,44.6,6020,1
3551,0,1,1,0,29,0,1,0,2,0,2,0,0,2,0,1,2,45.0,415,0
5161,1,1,0,0,3,0,1,0,0,0,2,0,0,2,0,1,2,41.15,582,1
2517,1,1,0,0,13,1,2,1,0,2,2,0,2,2,0,1,2,106.9,659,1
5321,1,1,1,0,57,1,2,1,0,2,0,0,0,2,0,1,2,89.85,4177,0
5384,0,0,0,0,31,0,1,0,2,2,0,2,0,2,2,1,0,49.85,941,0
1310,0,0,1,0,45,1,2,1,2,2,2,2,2,2,1,0,3,113.3,4262,0
76,0,0,1,1,61,1,2,0,2,2,2,2,2,2,2,0,3,88.1,4588,0
4453,1,0,0,0,50,1,2,2,1,1,1,1,1,1,2,0,0,24.9,362,0
2232,0,1,0,0,19,1,0,1,2,2,0,2,2,2,0,1,3,105.0,1632,0
4471,1,0,0,0,59,1,0,2,1,1,1,1,1,1,2,0,3,19.35,195,1
4978,0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,1,1,24.25,1240,0
3055,0,1,0,0,16,1,0,1,0,0,0,2,2,2,0,1,2,94.45,929,1
5410,1,0,1,0,57,1,0,0,2,2,0,2,0,0,2,1,2,59.75,2986,0
4507,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,24.8,2043,1
3301,1,1,1,0,20,1,2,1,0,2,0,2,2,2,0,0,2,107.05,1789,0
4197,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,70.6,5512,1
4552,1,0,1,0,5,1,2,1,0,2,0,2,0,0,0,1,2,85.4,3421,1
3118,0,0,1,0,52,1,2,1,0,2,2,0,2,2,0,1,2,105.05,4657,1
2218,1,1,1,0,21,1,0,0,2,2,0,0,0,2,0,1,0,64.95,614,0
6095,1,0,0,0,14,0,1,0,0,0,2,2,2,2,0,1,2,55.0,5872,0
2892,0,0,0,0,5,1,0,0,0,2,0,0,0,0,0,0,0,50.55,2088,0
199,0,0,0,0,6,1,0,0,2,2,0,0,0,0,0,0,3,55.15,2802,0
5844,0,0,0,0,10,1,0,0,0,2,0,0,0,0,0,0,2,51.2,4211,0
1410,0,0,0,1,1,1,2,2,1,1,1,1,1,1,0,0,3,25.4,2154,0
6736,0,0,0,0,68,1,2,0,2,0,0,0,0,0,0,0,3,54.45,3175,0
6687,1,0,1,1,18,1,0,1,0,0,2,0,2,2,0,0,3,95.15,1305,1
4389,0,0,0,0,22,1,2,1,0,0,0,0,0,0,1,1,1,76.0,1315,0
2679,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,1,2,44.35,6382,0
3958,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,2,70.0,5500,1
2430,1,1,0,0,8,1,0,1,0,2,0,0,0,0,0,1,2,74.5,4954,1
2498,1,0,0,0,10,1,0,0,0,0,0,0,0,0,0,1,1,44.85,3697,1
5324,1,1,0,0,24,1,2,1,0,0,0,0,0,0,0,1,2,76.1,1212,1
2614,1,0,0,0,35,1,0,0,2,2,2,0,0,0,1,0,3,61.2,1654,0
1575,1,0,1,1,23,1,0,1,0,2,2,2,0,0,1,0,3,86.8,1543,0
3412,0,1,0,0,6,1,0,1,0,0,0,0,2,2,0,1,2,89.35,4685,0
1070,0,0,0,0,12,1,0,2,1,1,1,1,1,1,0,0,3,19.7,1822,0
5817,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.25,1610,0
4636,0,0,1,1,71,1,0,1,0,0,2,0,0,0,2,0,2,76.05,4516,0
4851,1,1,1,0,35,1,2,1,0,0,2,0,2,2,0,1,2,100.8,2976,0
2075,1,0,1,1,40,1,2,0,0,0,2,0,2,2,0,1,2,74.55,2612,0
4525,0,0,0,1,1,1,0,1,2,0,0,0,0,0,0,1,3,73.6,5667,1
